pick,year,name,university,link,g,mp,fg,fga,fg3,fg3a,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g
22,2000,Donnell Harvey,University of Florida,/players/h/harvedo01.html,37,746,144,284,0,1,86,141,,258,37,27,31,60,101,374,.507,.000,.610,20.2,10.1,7.0,1.0
26,2000,Mamadou N'Diaye,Auburn University,/players/n/ndiayma02.html,128,2038,319,630,0,2,237,370,,798,76,75,216,,,875,.506,.000,.641,20.8,6.8,6.2,0.6
28,2000,Erick Barkley,St. John's University,/players/b/barkler01.html,65,2261,316,797,107,326,210,289,,202,302,167,18,145,157,949,.396,.328,.727,34.8,14.6,3.1,4.6
29,2000,Mark Madsen,Stanford University,/players/m/madsema01.html,108,2007,428,729,0,2,320,537,,857,69,47,64,107,204,1176,.587,.000,.596,24.8,10.9,7.9,0.6
31,2000,Dan Langhi,Vanderbilt University,/players/l/langhda01.html,122,2464,485,1041,138,360,394,474,,559,82,58,26,150,140,1502,.466,.383,.831,27.1,12.3,4.6,0.7
32,2000,A.J. Guyton,Indiana University,/players/g/guytoaj01.html,128,3260,747,1642,283,684,323,409,,429,403,127,52,218,111,2100,.455,.414,.790,34.0,16.4,3.4,3.1
33,2000,Jake Voskuhl,University of Connecticut,/players/v/voskuja01.html,138,2184,323,596,0,0,217,331,,880,124,86,193,160,309,863,.542,,.656,21.6,6.3,6.4,0.9
34,2000,Khalid El-Amin,University of Connecticut,/players/e/elamikh01.html,108,2149,580,1395,195,550,295,359,,319,479,186,10,188,155,1650,.416,.355,.822,30.3,15.3,3.0,4.4
35,2000,Mike Smith,University of Louisiana at Monroe,/players/s/smithmi03.html,55,1938,353,824,130,409,226,294,,449,147,90,42,241,110,1062,.428,.318,.769,35.2,19.3,8.2,2.7
37,2000,Eddie House,Arizona State University,/players/h/houseed01.html,124,3181,763,1794,250,683,268,336,,502,405,258,19,195,219,2044,.425,.366,.798,34.6,16.5,4.0,3.3
38,2000,Eduardo Najera,University of Oklahoma,/players/n/najered01.html,126,3001,612,1423,85,295,337,504,,910,215,193,89,201,271,1646,.430,.288,.669,31.3,13.1,7.2,1.7
39,2000,Lavor Postell,St. John's University,/players/p/postela01.html,129,2845,494,1148,92,282,347,440,,716,205,129,58,172,230,1427,.430,.326,.789,29.3,11.1,5.6,1.6
40,2000,Hanno Mottola,University of Utah,/players/m/mottoha01.html,120,2162,538,1075,71,213,345,446,,551,139,37,50,159,259,1492,.500,.333,.774,25.1,12.4,4.6,1.2
43,2000,Michael Redd,Ohio State University,/players/r/reddmi01.html,96,2187,699,1562,126,395,355,547,,593,238,149,11,151,117,1879,.448,.319,.649,33.1,19.6,6.2,2.5
44,2000,Brian Cardinal,Purdue University,/players/c/cardibr01.html,132,2768,495,1074,130,356,464,610,,749,277,259,44,203,290,1584,.461,.365,.761,28.8,12.0,5.7,2.1
45,2000,Jabari Smith,Louisiana State University,/players/s/smithja01.html,61,1777,271,509,25,84,200,313,,501,126,56,65,183,157,767,.532,.298,.639,29.1,12.6,8.2,2.1
49,2000,Jason Hart,Syracuse University,/players/h/hartja01.html,132,3293,525,1337,139,426,314,441,,433,709,329,14,313,263,1503,.393,.326,.712,33.9,11.4,3.3,5.4
50,2000,Kaniel Dickens,University of Idaho,/players/d/dickeka01.html,72,1223,228,489,17,51,155,251,,389,36,47,39,112,150,628,.466,.333,.618,22.2,8.7,5.4,0.5
52,2000,Ernest Brown,Indian Hills Community College,/players/b/browner01.html,33,,168,276,0,0,59,113,,227,21,,,,,395,.609,,.522,,12.0,6.9,0.6
53,2000,Dan McClintock,Northern Arizona University,/players/m/mcclida01.html,115,1716,542,858,0,1,279,428,,486,79,40,196,155,221,1363,.632,.000,.652,20.0,11.9,4.2,0.7
55,2000,Chris Porter,Auburn University,/players/p/portech01.html,56,1617,320,685,12,39,207,318,,450,64,116,22,125,146,859,.467,.308,.651,28.9,15.3,8.0,1.1
