Player,Season,School,Conf,G,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
"DeJuan Wheat","1993-94","Louisville","Metro","34","1079","5.2","11.6","0.450","2.9","5.4","0.527","2.4","6.2","0.383","3.1","4.0","0.769","2.6","4.0","1.6","0.3","2.3","2.1","15.9","-0.4"
"DeJuan Wheat","1994-95","Louisville","Metro","33","1081","6.9","14.2","0.487","3.8","7.0","0.545","3.1","7.2","0.431","3.2","4.0","0.796","3.3","3.9","1.5","0.2","2.3","1.9","20.1","-0.4"
"DeJuan Wheat","1995-96","Louisville","CUSA","34","1178","6.9","15.3","0.451","4.3","7.8","0.548","2.6","7.5","0.351","4.0","5.4","0.731","4.0","4.6","1.7","0.3","3.2","2.2","20.5","-0.4"
"DeJuan Wheat","1996-97","Louisville","CUSA","35","1222","6.3","14.9","0.425","3.1","6.0","0.527","3.2","8.9","0.357","4.1","5.5","0.743","2.5","4.9","2.2","0.2","3.0","1.8","19.9","-0.4"
"Mark Blount","1995-96","Pitt","Big East","27","389","3.6","8.7","0.412","3.6","8.7","0.412","0.0","0.0",NULL,"2.7","4.9","0.542","8.2","0.9","0.8","2.8","4.2","8.1","9.9","-1.4"
"Mark Blount","1996-97","Pitt","Big East","29","760","5.3","10.9","0.488","5.3","10.8","0.488","0.1","0.1","0.500","3.2","6.3","0.508","10.4","1.6","1.1","4.1","4.6","4.9","13.9","-1.4"
"Robert Traylor","1995-96","Michigan","Big Ten","22","438","7.5","13.5","0.554","7.5","13.5","0.554","0.0","0.0",NULL,"3.1","5.7","0.548","11.9","1.1","1.7","1.4","4.8","6.2","18.1","3.6"
"Jason Williams","1995-96","Marshall","Southern","28","816","7.1","13.5","0.522","5.3","9.0","0.592","1.7","4.5","0.380","2.5","3.4","0.743","4.9","8.7","2.5","0.4","3.7","2.4","18.4","7.8"
"Bonzi Wells","1994-95","Ball State","MAC","30","887","8.0","17.1","0.466","6.5","12.7","0.512","1.5","4.5","0.333","3.9","6.4","0.617","8.3","3.8","3.8","0.8","3.6","3.5","21.4","9.3"
"Bonzi Wells","1995-96","Ball State","MAC","28","910","11.8","23.9","0.494","10.5","19.9","0.527","1.4","4.0","0.337","6.3","8.9","0.708","10.8","3.5","3.8","1.5","4.7","3.8","31.3","9.3"
"Bonzi Wells","1996-97","Ball State","MAC","29","900","10.2","21.9","0.465","9.1","17.2","0.526","1.1","4.6","0.240","6.8","9.9","0.691","10.2","5.6","3.2","0.9","5.5","3.8","28.3","9.3"
"Michael Doleac","1994-95","Utah","WAC","32","547","5.9","13.1","0.453","5.9","13.0","0.455","0.0","0.1","0.000","5.3","7.1","0.742","10.5","0.4","1.1","2.3","2.9","4.8","17.1","-3.8"
"Michael Doleac","1995-96","Utah","WAC","34","819","4.9","10.6","0.463","4.9","10.6","0.465","0.0","0.0","0.000","4.5","5.7","0.793","12.7","1.3","1.0","1.5","2.3","4.4","14.4","-3.8"
"Michael Doleac","1996-97","Utah","WAC","33","876","7.6","14.1","0.537","7.2","13.3","0.543","0.4","0.8","0.444","6.2","7.9","0.776","11.6","1.1","1.0","1.3","2.8","4.0","21.7","-3.8"
"Keon Clark","1996-97","UNLV","WAC","29","816","8.2","14.8","0.556","7.9","13.9","0.572","0.3","0.9","0.316","4.3","6.9","0.629","14.2","1.6","1.1","5.5","3.6","4.6","21.1","3.8"
"Michael Dickerson","1994-95","Arizona","Pac-10","29","330","6.1","11.3","0.538","4.8","9.0","0.541","1.2","2.3","0.526","3.4","5.0","0.683","7.0","2.2","1.1","0.2","2.9","2.5","16.7","1.6"
"Michael Dickerson","1995-96","Arizona","Pac-10","32","736","7.8","17.9","0.438","6.1","12.9","0.475","1.7","4.9","0.341","3.4","4.6","0.738","6.1","3.2","1.1","0.6","3.3","2.8","20.7","1.6"
"Michael Dickerson","1996-97","Arizona","Pac-10","34","1079","8.6","20.9","0.412","6.6","14.8","0.446","2.0","6.2","0.331","4.5","6.3","0.712","5.7","1.9","1.4","0.1","3.2","3.4","23.8","1.6"
"Matt Harpring","1994-95","Georgia Tech","ACC","29","966","5.0","10.4","0.484","3.9","7.3","0.525","1.2","3.0","0.384","3.4","4.6","0.736","7.5","2.8","1.6","0.3","2.6","2.7","14.5","8.2"
"Matt Harpring","1995-96","Georgia Tech","ACC","36","1328","7.0","13.8","0.510","5.0","9.1","0.551","2.0","4.6","0.429","4.2","5.5","0.762","8.8","2.4","1.9","0.2","2.7","2.7","20.2","8.2"
"Matt Harpring","1996-97","Georgia Tech","ACC","27","1015","6.7","16.2","0.412","4.1","8.7","0.473","2.6","7.5","0.342","4.3","6.4","0.675","8.7","2.4","1.3","0.4","3.8","2.8","20.2","8.2"
"Bryce Drew","1994-95","Valparaiso","Mid-Cont","27","943","5.0","11.3","0.438","1.7","4.1","0.402","3.3","7.2","0.459","2.1","2.8","0.754","2.7","6.9","1.6","0.1","3.0","2.5","15.3","-2.6"
"Bryce Drew","1995-96","Valparaiso","Mid-Cont","32","1136","6.3","14.1","0.444","3.0","6.0","0.506","3.2","8.1","0.398","3.6","4.2","0.866","3.2","5.8","1.6","0.0","3.1","2.6","19.4","-2.6"
"Bryce Drew","1996-97","Valparaiso","Mid-Cont","31","1078","7.2","15.5","0.461","3.5","7.4","0.465","3.7","8.1","0.457","4.9","5.5","0.879","3.5","5.4","1.9","0.1","2.9","2.6","22.9","-2.6"
"Pat Garrity","1994-95","Notre Dame","Ind","27","744","7.3","14.0","0.523","6.9","13.0","0.533","0.4","1.0","0.389","4.4","5.8","0.766","7.4","1.8","1.0","0.9","3.8","4.1","19.4","0.7"
"Pat Garrity","1995-96","Notre Dame","Big East","27","893","7.9","16.7","0.476","7.3","14.4","0.508","0.6","2.3","0.275","4.3","6.3","0.686","8.6","1.7","1.1","0.6","3.2","3.7","20.8","0.7"
"Pat Garrity","1996-97","Notre Dame","Big East","30","1056","8.4","17.3","0.484","6.9","13.4","0.513","1.5","3.9","0.382","5.8","7.4","0.776","8.4","3.2","0.9","0.6","4.0","3.0","24.0","0.7"
"Roshown McLeod","1993-94","St. John's (NY)","Big East","29","542","5.7","13.2","0.430","5.7","12.8","0.443","0.0","0.4","0.000","2.9","3.9","0.736","8.1","2.5","1.8","1.0","2.3","4.9","14.2","-1.6"
"Roshown McLeod","1994-95","St. John's (NY)","Big East","28","563","6.1","12.7","0.480","5.9","12.1","0.488","0.2","0.6","0.333","3.1","4.4","0.710","8.5","1.9","1.2","1.4","2.1","6.0","15.6","-1.6"
"Roshown McLeod","1996-97","Duke","ACC","33","797","7.1","14.6","0.490","5.8","10.9","0.528","1.4","3.6","0.375","4.1","5.1","0.794","8.8","1.5","1.5","1.7","2.9","5.3","19.7","-1.6"
"Brian Skinner","1994-95","Baylor","SWC","18","501","7.8","13.1","0.598","7.8","13.1","0.598","0.0","0.0",NULL,"3.2","7.6","0.421","11.7","0.7","1.2","5.5","3.4","4.5","18.8","-1.0"
"Brian Skinner","1995-96","Baylor","SWC","27","900","8.3","13.8","0.601","8.3","13.8","0.601","0.0","0.0",NULL,"4.5","7.2","0.620","11.1","0.7","1.2","3.6","3.7","3.5","21.1","-1.0"
"Tyronn Lue","1995-96","Nebraska","Big 8","35","1033","4.1","9.0","0.453","3.3","6.6","0.497","0.8","2.4","0.328","2.6","3.7","0.688","4.1","5.6","1.9","0.1","3.7","3.3","11.5","-2.5"
"Tyronn Lue","1996-97","Nebraska","Big 12","32","1150","7.5","16.6","0.452","5.8","11.8","0.496","1.6","4.8","0.343","4.4","5.4","0.813","3.2","4.7","1.4","0.0","4.4","2.6","21.0","-2.5"
"Felipe Lopez","1994-95","St. John's (NY)","Big East","28","966","6.9","16.7","0.411","5.4","12.0","0.452","1.4","4.7","0.307","5.4","7.2","0.753","6.6","3.2","1.7","0.5","3.7","3.1","20.6","-0.7"
"Felipe Lopez","1995-96","St. John's (NY)","Big East","27","905","6.9","17.0","0.406","5.7","12.6","0.458","1.1","4.4","0.260","4.4","6.4","0.683","7.4","2.3","1.3","0.6","3.8","2.7","19.3","-0.7"
"Felipe Lopez","1996-97","St. John's (NY)","Big East","27","955","5.9","14.6","0.407","4.8","10.1","0.477","1.1","4.5","0.250","5.0","8.0","0.620","7.7","2.6","1.2","0.5","4.1","3.4","18.0","-0.7"
"Sam Jacobson","1994-95","Minnesota","Big Ten","31","589","6.2","13.4","0.465","5.1","9.8","0.517","1.2","3.6","0.321","2.6","3.9","0.667","10.1","2.5","1.4","0.2","3.0","5.8","16.2","-0.3"
"Sam Jacobson","1995-96","Minnesota","Big Ten","32","853","6.7","16.3","0.412","4.5","10.7","0.419","2.2","5.5","0.398","3.5","4.5","0.789","7.2","3.0","1.7","0.4","3.9","3.8","19.1","-0.3"
"Sam Jacobson","1996-97","Minnesota","Big Ten","35","847","8.9","19.4","0.457","6.0","12.1","0.496","2.9","7.3","0.394","2.0","3.2","0.642","7.5","2.7","1.5","0.3","3.6","4.9","22.7","-0.3"
"Corey Benjamin","1996-97","Oregon State","Pac-10","23","601","8.1","18.6","0.432","5.7","11.2","0.509","2.3","7.4","0.315","4.4","6.7","0.653","6.1","2.1","1.7","0.8","5.2","5.3","22.8","-2.0"
"Nazr Mohammed","1995-96","Kentucky","SEC","16","88","5.9","13.2","0.448","5.9","13.2","0.448","0.0","0.0",NULL,"5.0","10.9","0.458","10.9","1.4","1.8","3.6","8.2","8.2","16.8","-2.0"
"Nazr Mohammed","1996-97","Kentucky","SEC","39","617","8.6","16.8","0.510","8.6","16.7","0.514","0.0","0.1","0.000","2.9","5.8","0.506","14.7","0.8","2.1","3.4","3.8","6.5","20.0","-2.0"
"Ansu Sesay","1994-95","Ole Miss","SEC","27","586","4.3","12.2","0.354","3.1","7.2","0.434","1.2","4.9","0.236","3.5","5.2","0.684","7.0","2.2","0.8","1.2","4.0","4.3","13.3","-0.4"
"Ansu Sesay","1995-96","Ole Miss","SEC","25","664","5.6","14.2","0.396","5.1","11.6","0.440","0.5","2.5","0.190","4.2","6.0","0.707","8.8","2.7","1.6","1.2","4.0","5.0","15.9","-0.4"
"Ansu Sesay","1996-97","Ole Miss","SEC","29","987","6.1","13.3","0.456","5.5","11.1","0.491","0.6","2.2","0.278","4.6","6.2","0.750","9.3","2.9","1.0","1.5","2.9","3.0","17.4","-0.4"
"Ruben Patterson","1996-97","Cincinnati","CUSA","31","723","9.1","16.5","0.548","8.5","14.4","0.588","0.6","2.2","0.282","4.8","8.0","0.604","9.6","2.4","1.9","0.5","3.8","3.4","23.6","11.8"
"Jelani McCoy","1995-96","UCLA","Pac-10","31","921","6.0","8.9","0.676","6.0","8.9","0.676","0.0","0.0",NULL,"1.7","4.0","0.435","9.3","1.2","0.8","4.4","2.7","3.3","13.7","-1.1"
"Shammond Williams","1994-95","UNC","ACC","29","132","3.6","9.4","0.387","1.8","3.3","0.545","1.8","6.1","0.300","5.5","6.4","0.857","3.6","6.1","2.1","0.0","6.7","2.7","14.5","-0.4"
"Shammond Williams","1995-96","UNC","ACC","32","663","5.1","11.2","0.452","2.3","4.2","0.543","2.8","7.0","0.397","3.2","4.2","0.768","4.9","3.9","1.0","0.0","3.5","2.8","16.1","-0.4"
"Shammond Williams","1996-97","UNC","ACC","35","1146","5.4","12.8","0.422","2.1","4.9","0.429","3.3","7.9","0.419","3.1","3.8","0.815","4.0","5.3","1.1","0.0","3.3","2.3","17.2","-0.4"
"Jerome James","1995-96","Florida A&M","MEAC","27","685","7.5","16.8","0.448","7.5","16.8","0.449","0.0","0.1","0.000","3.6","8.0","0.453","12.8","0.5","0.4","6.9","4.7","5.4","18.7","-1.3"
"Jerome James","1996-97","Florida A&M","MEAC","27","706","10.0","18.9","0.530","10.0","18.9","0.532","0.0","0.1","0.000","4.6","8.3","0.558","13.7","0.9","1.0","6.7","5.6","6.5","24.7","-1.3"
"Casey Shaw","1994-95","Toledo","MAC","27","795","5.5","9.9","0.556","5.5","9.9","0.556","0.0","0.0",NULL,"2.9","5.4","0.542","9.1","0.9","0.3","1.1","2.1","3.9","13.9","-0.1"
"Casey Shaw","1995-96","Toledo","MAC","32","1049","7.2","13.8","0.519","7.2","13.8","0.521","0.0","0.0","0.000","3.3","5.1","0.642","6.8","1.7","0.5","0.8","3.0","3.6","17.6","-0.1"
"Casey Shaw","1996-97","Toledo","MAC","27","880","7.4","12.5","0.589","7.4","12.5","0.589","0.0","0.0",NULL,"5.3","9.3","0.574","11.0","1.9","0.9","1.4","3.6","3.6","20.0","-0.1"
"DeMarco Johnson","1994-95","Charlotte","Metro","28","495","7.8","15.6","0.503","7.8","15.4","0.508","0.0","0.2","0.000","3.9","5.4","0.716","10.4","1.6","1.3","0.8","1.9","4.1","19.6","-0.1"
"DeMarco Johnson","1995-96","Charlotte","CUSA","29","963","8.6","17.2","0.499","8.3","16.2","0.517","0.2","1.0","0.208","4.5","6.8","0.665","10.6","1.3","1.3","0.7","2.4","3.9","21.8","-0.1"
"DeMarco Johnson","1996-97","Charlotte","CUSA","31","1038","7.6","16.1","0.470","7.1","14.7","0.486","0.4","1.4","0.306","7.0","8.8","0.790","10.1","1.7","1.5","0.7","2.9","3.3","22.5","-0.1"
"Cuttino Mobley","1994-95","Rhode Island","A-10","27","864","5.8","15.5","0.377","3.8","8.9","0.432","2.0","6.6","0.303","2.9","3.8","0.778","6.0","2.3","2.0","0.6","2.8","4.0","16.6","15.3"
"Cuttino Mobley","1996-97","Rhode Island","A-10","30","730","7.6","17.3","0.438","6.0","11.9","0.500","1.6","5.3","0.299","3.3","4.2","0.803","6.4","2.4","2.1","0.5","2.6","4.5","20.1","15.3"
"Miles Simon","1994-95","Arizona","Pac-10","23","601","4.4","9.1","0.482","2.5","4.8","0.514","1.9","4.3","0.446","2.9","3.7","0.768","5.6","3.9","1.1","0.2","2.9","2.9","13.6","-0.1"
"Miles Simon","1995-96","Arizona","Pac-10","33","1055","5.1","11.5","0.446","3.4","6.2","0.549","1.7","5.3","0.324","4.5","6.0","0.764","5.0","5.2","1.3","0.3","4.1","2.9","16.5","-0.1"
"Miles Simon","1996-97","Arizona","Pac-10","23","730","7.8","17.1","0.455","5.3","11.0","0.483","2.5","6.1","0.405","5.2","6.9","0.754","5.2","5.3","1.7","0.2","4.4","2.7","23.2","-0.1"
"Jahidi White","1994-95","Georgetown","Big East","26","201","4.8","11.1","0.429","4.8","11.1","0.429","0.0","0.0",NULL,"2.6","7.0","0.371","9.2","0.4","1.6","4.6","4.2","5.6","12.1","-2.7"
"Jahidi White","1995-96","Georgetown","Big East","37","409","6.8","12.2","0.560","6.8","12.2","0.560","0.0","0.0",NULL,"4.2","8.7","0.483","13.5","0.5","1.8","4.3","5.2","8.5","17.9","-2.7"
"Sean Marks","1994-95","University of California","Pac-10","19","177","5.0","9.7","0.512","5.0","9.7","0.512","0.0","0.0",NULL,"2.9","5.4","0.542","3.2","1.1","1.1","2.7","3.4","6.1","12.9","-1.7"
"Sean Marks","1995-96","University of California","Pac-10","12","92","2.6","9.6","0.273","2.6","9.6","0.273","0.0","0.0",NULL,"0.4","0.4","1.000","10.4","1.3","0.4","2.2","3.0","7.4","5.7","-1.7"
"Sean Marks","1996-97","University of California","Pac-10","29","513","7.0","13.5","0.520","6.4","12.4","0.516","0.6","1.1","0.571","3.4","4.9","0.683","11.2","1.6","1.2","2.3","3.4","4.5","18.0","-1.7"
"Toby Bailey","1994-95","UCLA","Pac-10","33","827","6.6","13.7","0.484","5.7","10.2","0.557","1.0","3.5","0.274","2.6","4.5","0.564","7.6","3.0","1.7","0.4","3.2","3.5","16.8","-0.3"
"Toby Bailey","1995-96","UCLA","Pac-10","31","1063","6.4","14.0","0.458","4.1","8.1","0.505","2.3","5.9","0.395","2.1","3.3","0.644","5.0","4.0","1.0","0.5","4.3","2.5","17.2","-0.3"
"Toby Bailey","1996-97","UCLA","Pac-10","32","1148","5.8","12.5","0.461","4.3","8.2","0.530","1.5","4.4","0.333","2.6","4.0","0.661","6.4","5.4","1.4","0.2","4.1","2.5","15.7","-0.3"
"Andrae Patterson","1994-95","Indiana","Big Ten","28","540","6.2","12.6","0.494","5.9","12.0","0.494","0.3","0.6","0.500","2.3","3.3","0.689","8.0","1.6","1.2","1.2","3.6","5.9","15.0","0.1"
"Andrae Patterson","1995-96","Indiana","Big Ten","31","803","6.5","14.0","0.461","5.5","11.2","0.489","1.0","2.8","0.351","3.5","4.7","0.737","9.5","2.3","1.4","2.1","3.6","5.1","17.4","0.1"
"Andrae Patterson","1996-97","Indiana","Big Ten","30","829","7.3","15.5","0.470","6.8","13.4","0.504","0.5","2.1","0.256","4.7","6.2","0.758","9.7","2.1","1.5","1.9","3.7","4.4","19.8","0.1"
"Tyson Wheeler","1994-95","Rhode Island","A-10","27","870","5.6","13.5","0.412","3.3","7.3","0.447","2.3","6.2","0.370","3.0","4.4","0.677","3.3","6.2","2.3","0.0","5.6","2.3","16.4","0.0"
"Tyson Wheeler","1995-96","Rhode Island","A-10","34","1175","6.0","14.8","0.406","3.3","7.5","0.439","2.7","7.3","0.371","4.4","5.9","0.747","3.4","6.9","1.8","0.0","3.9","2.3","19.1","0.0"
"Tyson Wheeler","1996-97","Rhode Island","A-10","30","998","6.7","15.5","0.429","3.4","6.9","0.488","3.3","8.6","0.381","3.2","4.4","0.718","3.6","6.8","2.3","0.1","3.4","2.2","19.8","0.0"
"Ryan Stack","1994-95","South Carolina","SEC","27","472","5.0","11.8","0.424","3.6","8.1","0.438","1.4","3.6","0.395","2.3","3.9","0.587","8.5","1.5","1.1","2.5","3.5","4.4","13.7","-0.3"
"Ryan Stack","1995-96","South Carolina","SEC","31","427","4.2","8.3","0.506","3.6","6.5","0.551","0.7","1.9","0.350","3.2","4.1","0.773","7.8","1.4","0.5","1.1","3.6","3.5","12.3","-0.3"
"Ryan Stack","1996-97","South Carolina","SEC","31","725","3.4","7.3","0.462","2.3","4.4","0.519","1.1","2.9","0.377","2.7","4.0","0.681","7.3","1.5","1.0","1.5","2.9","4.0","10.5","-0.3"
"Cory Carr","1994-95","Texas Tech","SWC","28","241","6.6","16.3","0.408","5.1","10.6","0.484","1.5","5.6","0.265","4.5","6.8","0.659","4.8","4.0","1.0","0.3","4.6","5.6","19.3","-1.1"
"Cory Carr","1995-96","Texas Tech","SWC","32","810","8.3","18.9","0.440","3.8","7.3","0.517","4.5","11.6","0.391","4.2","5.6","0.761","6.1","2.4","0.9","0.2","2.0","2.9","25.4","-1.1"
"Cory Carr","1996-97","Texas Tech","Big 12","28","1050","8.1","19.0","0.427","4.5","9.5","0.476","3.6","9.5","0.378","4.8","6.1","0.792","4.9","3.1","1.0","0.2","3.7","2.3","24.6","-1.1"
"Derrick Dial","1994-95","Eastern Michigan","MAC","30","767","5.4","13.5","0.403","3.7","7.6","0.490","1.7","5.9","0.292","2.8","3.6","0.768","8.0","2.1","0.9","0.2","1.4","3.2","15.3","-0.3"
"Derrick Dial","1995-96","Eastern Michigan","MAC","31","915","7.0","14.5","0.485","5.0","9.0","0.556","2.1","5.6","0.370","2.4","3.5","0.700","7.8","2.8","1.3","0.5","1.6","2.1","18.6","-0.3"
"Derrick Dial","1996-97","Eastern Michigan","MAC","32","1099","7.4","14.3","0.520","5.4","9.5","0.569","2.0","4.7","0.423","3.7","4.5","0.816","6.0","2.7","1.4","0.7","1.8","2.5","20.6","-0.3"
"Greg Buckner","1994-95","Clemson","ACC","28","911","6.2","11.8","0.526","5.6","9.8","0.571","0.6","1.9","0.295","1.8","3.5","0.513","7.2","2.5","2.8","0.5","1.7","3.0","14.8","5.8"
"Greg Buckner","1995-96","Clemson","ACC","29","950","6.1","12.8","0.472","6.0","11.8","0.511","0.0","1.1","0.040","3.9","5.8","0.672","6.2","2.0","1.3","0.3","1.6","2.7","16.0","5.8"
"Greg Buckner","1996-97","Clemson","ACC","33","1071","7.1","14.7","0.483","6.5","12.7","0.510","0.6","2.0","0.315","4.4","6.3","0.708","5.6","2.4","1.3","0.4","2.4","3.2","19.3","5.8"
"Tremaine Fowlkes","1994-95","University of California","Pac-10","27","699","7.2","15.7","0.455","6.2","12.5","0.493","1.0","3.2","0.304","5.4","8.4","0.639","10.3","1.5","1.1","0.9","3.4","3.2","20.7","0.0"
"Tremaine Fowlkes","1995-96","University of California","Pac-10","13","351","5.6","14.0","0.398","4.2","9.5","0.446","1.4","4.6","0.300","5.4","7.7","0.691","9.1","0.8","0.9","0.6","3.2","2.7","17.9","0.0"
"Ryan Bowen","1994-95","Iowa","Big Ten","33","647","3.6","6.8","0.527","3.6","6.7","0.532","0.0","0.1","0.000","2.2","3.6","0.593","9.1","1.0","2.3","2.1","2.0","4.0","9.3","3.3"
"Ryan Bowen","1995-96","Iowa","Big Ten","27","554","4.0","6.6","0.604","4.0","6.6","0.604","0.0","0.0",NULL,"2.8","4.2","0.672","8.7","1.2","2.6","1.4","2.6","3.7","10.8","3.3"
"Ryan Bowen","1996-97","Iowa","Big Ten","29","827","5.8","10.5","0.553","5.3","8.9","0.595","0.5","1.5","0.313","4.5","6.5","0.689","12.8","1.7","2.7","1.4","2.6","3.3","16.6","3.3"
"JR Henderson","1994-95","UCLA","Pac-10","33","752","6.5","12.0","0.547","6.4","11.4","0.558","0.2","0.5","0.300","3.0","4.4","0.675","7.3","2.3","1.4","0.9","3.1","4.4","16.2","-0.3"
"JR Henderson","1995-96","UCLA","Pac-10","29","902","7.1","12.3","0.572","7.0","12.2","0.575","0.0","0.1","0.333","4.4","6.5","0.678","9.0","2.4","1.5","0.5","2.7","3.4","18.5","-0.3"
"JR Henderson","1996-97","UCLA","Pac-10","32","991","6.7","12.4","0.546","6.6","12.1","0.545","0.2","0.3","0.571","4.6","7.8","0.591","8.8","2.3","1.7","1.0","3.7","3.5","18.2","-0.3"
"Torraye Braggs","1996-97","Xavier","A-10","29","896","6.6","11.8","0.558","6.6","11.8","0.561","0.0","0.0","0.000","4.8","6.6","0.723","9.6","3.3","2.0","0.4","4.2","4.3","18.0","-0.1"
"Maceo Baston","1994-95","Michigan","Big Ten","30","549","6.5","9.6","0.674","6.5","9.6","0.674","0.0","0.0",NULL,"3.8","6.9","0.547","12.0","0.4","1.6","2.2","4.0","7.1","16.8","0.1"
"Maceo Baston","1995-96","Michigan","Big Ten","32","785","7.0","10.2","0.682","7.0","10.2","0.685","0.0","0.1","0.000","5.1","7.6","0.678","10.8","1.0","0.9","2.1","3.6","5.0","19.1","0.1"
"Maceo Baston","1996-97","Michigan","Big Ten","34","816","5.7","9.9","0.574","5.7","9.9","0.574","0.0","0.0",NULL,"6.0","8.9","0.670","11.3","0.7","1.4","1.7","3.3","4.8","17.4","0.1"
"Earl Boykins","1994-95","Eastern Michigan","MAC","30","976","5.3","12.8","0.413","3.9","8.7","0.446","1.4","4.1","0.343","3.4","4.8","0.703","3.0","5.6","2.0","0.2","2.9","1.6","15.4","-1.1"
"Earl Boykins","1995-96","Eastern Michigan","MAC","31","1031","6.1","14.0","0.432","5.2","11.1","0.465","0.9","2.9","0.307","5.6","6.9","0.804","2.8","7.0","2.3","0.1","3.0","1.8","18.6","-1.1"
"Earl Boykins","1996-97","Eastern Michigan","MAC","32","1163","7.2","16.9","0.423","5.8","12.5","0.467","1.3","4.5","0.300","5.4","6.3","0.852","2.3","5.1","2.1","0.0","4.0","2.0","21.0","-1.1"
"Brad Miller","1994-95","Purdue","Big Ten","32","574","4.9","8.5","0.582","4.9","8.5","0.582","0.0","0.0",NULL,"4.6","7.0","0.660","10.7","2.7","1.3","2.4","3.3","5.2","14.5","25.5"
"Brad Miller","1995-96","Purdue","Big Ten","32","682","5.9","11.3","0.518","5.8","11.0","0.529","0.1","0.4","0.167","6.3","8.5","0.738","9.3","2.7","1.8","1.6","3.5","5.0","18.1","25.5"
"Brad Miller","1996-97","Purdue","Big Ten","30","929","5.5","10.3","0.536","5.4","9.8","0.548","0.1","0.5","0.273","7.4","9.5","0.777","10.7","3.7","2.3","2.0","2.9","4.3","18.5","25.5"
"Andre Miller","1995-96","Utah","WAC","34","872","4.8","8.9","0.533","4.5","8.1","0.557","0.3","0.9","0.316","3.6","5.2","0.690","5.8","7.2","1.7","1.0","4.1","3.1","13.4","31.7"
"Andre Miller","1996-97","Utah","WAC","33","974","5.0","10.2","0.486","4.6","8.8","0.519","0.4","1.4","0.286","2.9","5.0","0.582","6.3","8.3","2.4","0.5","3.9","2.5","13.3","31.7"
"Andre Miller","1998-99","Utah","WAC","33","1092","7.0","14.2","0.491","6.2","11.1","0.553","0.8","3.0","0.265","4.3","6.3","0.690","6.5","6.8","3.1","0.5","3.4","2.2","19.0","31.7"
"Jason Terry","1995-96","Arizona","Pac-10","31","303","4.2","7.8","0.542","2.2","4.4","0.515","2.0","3.4","0.577","2.1","3.6","0.593","3.0","4.6","2.5","0.0","4.6","3.7","12.5","34.1"
"Jason Terry","1996-97","Arizona","Pac-10","34","1037","4.8","10.8","0.443","3.2","6.1","0.528","1.5","4.7","0.331","2.8","3.9","0.713","3.5","5.8","3.3","0.1","2.8","2.5","13.9","34.1"
"Jason Terry","1998-99","Arizona","Pac-10","29","1107","7.6","17.1","0.443","4.8","10.2","0.473","2.7","6.9","0.398","5.1","6.1","0.839","3.5","5.7","2.9","0.2","4.3","1.4","22.9","34.1"
"Trajan Langdon","1994-95","Duke","ACC","31","797","6.2","13.8","0.453","3.3","6.8","0.478","3.0","6.9","0.428","2.2","2.8","0.786","3.3","2.4","0.7","0.2","1.9","3.5","17.6","0.1"
"Trajan Langdon","1996-97","Duke","ACC","33","972","5.6","12.7","0.445","2.1","4.7","0.451","3.5","8.0","0.441","4.7","5.2","0.897","4.0","2.8","1.4","0.4","2.1","2.3","19.5","0.1"
"Trajan Langdon","1998-99","Duke","ACC","36","1117","6.8","14.8","0.462","2.8","5.7","0.497","4.0","9.1","0.441","4.6","5.4","0.842","4.4","2.5","1.9","0.1","2.3","3.0","22.3","0.1"
"Corey Maggette","1998-99","Duke","ACC","39","691","7.9","15.1","0.525","6.3","10.2","0.610","1.7","4.9","0.345","6.4","9.0","0.716","8.7","3.4","1.7","0.9","4.6","5.7","24.0","9.5"
"William Avery","1998-99","Duke","ACC","39","1210","6.6","13.8","0.483","4.1","7.6","0.541","2.5","6.1","0.411","3.4","4.2","0.810","4.5","6.5","1.9","0.0","3.4","2.8","19.2","-1.6"
"Cal Bowdler","1995-96","Old Dominion","CAA","23","204","3.1","9.2","0.340","1.6","4.1","0.381","1.6","5.1","0.308","1.8","2.5","0.692","7.5","2.7","0.6","2.4","3.3","5.5","9.6","-0.9"
"Cal Bowdler","1996-97","Old Dominion","CAA","33","626","4.2","9.6","0.433","3.3","6.8","0.481","0.9","2.8","0.318","2.5","5.1","0.488","10.3","0.7","0.6","2.7","2.8","4.1","11.7","-0.9"
"Cal Bowdler","1998-99","Old Dominion","CAA","34","1021","7.0","14.3","0.492","6.7","12.9","0.517","0.4","1.4","0.257","5.2","7.1","0.731","13.3","1.7","0.7","3.8","2.9","3.2","19.6","-0.9"
"James Posey","1996-97","Xavier","A-10","29","780","6.7","11.9","0.560","6.4","10.3","0.620","0.3","1.6","0.188","6.2","7.9","0.781","11.6","2.1","2.5","0.8","3.1","3.8","19.8","18.8"
"James Posey","1998-99","Xavier","A-10","36","1268","6.0","12.3","0.488","4.5","8.2","0.550","1.5","4.1","0.366","5.6","6.9","0.814","10.2","2.6","3.2","1.1","3.7","3.9","19.2","18.8"
"Quincy Lewis","1995-96","Minnesota","Big Ten","30","407","7.5","16.4","0.455","4.9","9.4","0.521","2.6","7.0","0.366","2.4","3.5","0.667","5.5","3.4","1.7","1.1","4.1","6.7","19.9","-0.9"
