Player,Season,School,Conf,G,MP,FG,FGA,FGP,2P,2PA,2PP,3P,3PA,3PP,FT,FTA,FTP,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
"Dominic McGuire","2006-07","Fresno State","WAC","32","1054","5.8","12.3","0.471","5.0","9.8","0.516","0.8","2.5","0.299","4.0","6.9","0.586","11.9","3.9","1.1","4.3",NULL,NULL,"16.4","0.6"
"Aaron Gray","2003-04","Pitt","Big East","15","88","5.0","9.1","0.550","5.0","9.1","0.550","0.0","0.0",NULL,"1.8","3.2","0.571","10.0","2.7","0.0","1.4",NULL,NULL,"11.8","0.2"
"Aaron Gray","2004-05","Pitt","Big East","29","336","5.8","10.1","0.576","5.8","10.1","0.576","0.0","0.0",NULL,"3.3","5.5","0.609","9.8","2.4","0.6","1.9",NULL,NULL,"15.0","0.2"
"Aaron Gray","2005-06","Pitt","Big East","33","920","7.4","14.0","0.526","7.4","14.0","0.526","0.0","0.0",NULL,"5.1","8.1","0.634","15.0","2.6","0.9","2.1",NULL,NULL,"19.9","0.2"
"Aaron Gray","2006-07","Pitt","Big East","36","1016","8.0","14.2","0.565","8.0","14.2","0.565","0.0","0.0",NULL,"3.6","6.5","0.548","13.4","2.4","0.6","2.4",NULL,NULL,"19.6","0.2"
"Taurean Green","2004-05","Florida","SEC","32","606","2.2","5.9","0.371","1.1","2.8","0.405","1.1","3.1","0.340","2.8","3.6","0.778","2.0","4.6","2.0","0.1",NULL,NULL,"8.2","-0.1"
"Taurean Green","2005-06","Florida","SEC","39","1302","4.0","10.9","0.366","1.3","3.9","0.333","2.7","7.0","0.384","5.3","5.9","0.886","3.5","5.7","1.6","0.2",NULL,NULL,"15.9","-0.1"
"Taurean Green","2006-07","Florida","SEC","40","1328","4.6","10.5","0.444","2.2","4.4","0.497","2.5","6.1","0.406","4.2","5.0","0.849","2.9","4.4","1.3","0.0",NULL,NULL,"16.0","-0.1"
"Demetris Nichols","2003-04","Syracuse","Big East","26","441","3.8","11.0","0.347","2.3","4.4","0.510","1.5","6.5","0.236","0.7","1.6","0.444","5.2","1.4","1.4","1.5",NULL,NULL,"9.9","-0.2"
"Demetris Nichols","2004-05","Syracuse","Big East","27","349","4.5","11.8","0.379","2.8","4.9","0.558","1.7","6.9","0.250","1.5","2.1","0.722","6.5","1.5","1.3","0.9",NULL,NULL,"12.1","-0.2"
"Demetris Nichols","2005-06","Syracuse","Big East","35","1164","5.7","13.3","0.427","3.2","6.4","0.497","2.5","6.9","0.363","2.2","3.2","0.677","7.0","1.7","1.5","1.1",NULL,NULL,"16.0","-0.2"
"Demetris Nichols","2006-07","Syracuse","Big East","35","1217","7.4","16.5","0.447","4.1","8.6","0.475","3.3","7.9","0.417","3.7","4.4","0.850","6.2","1.8","1.6","1.2",NULL,NULL,"21.8","-0.2"
"Ramon Sessions","2004-05","Nevada","WAC","32","994","4.3","10.3","0.412","4.0","9.3","0.435","0.2","1.1","0.222","2.8","4.1","0.693","4.8","6.7","1.9","0.1",NULL,NULL,"11.6","0.8"
"Ramon Sessions","2005-06","Nevada","WAC","31","813","3.0","8.2","0.359","3.0","8.1","0.366","0.0","0.1","0.000","1.2","2.2","0.568","6.3","7.5","1.8","0.2",NULL,NULL,"7.1","0.8"
"Ramon Sessions","2006-07","Nevada","WAC","34","1028","5.4","12.1","0.452","4.7","10.1","0.465","0.7","1.9","0.380","4.6","5.6","0.825","6.3","6.2","1.1","0.3",NULL,NULL,"16.2","0.8"
"DJ Strawberry","2003-04","Maryland","ACC","31","620","4.4","9.0","0.489","4.0","7.5","0.530","0.4","1.4","0.273","3.2","6.1","0.526","5.6","2.6","3.3","1.2",NULL,NULL,"12.4","-0.2"
"DJ Strawberry","2004-05","Maryland","ACC","14","300","4.5","10.4","0.436","3.6","6.9","0.519","0.9","3.5","0.269","3.3","5.5","0.610","3.1","3.9","3.2","0.4",NULL,NULL,"13.3","-0.2"
"DJ Strawberry","2005-06","Maryland","ACC","32","988","4.5","10.6","0.429","3.6","8.1","0.452","0.9","2.5","0.355","3.4","4.9","0.686","4.4","5.2","2.3","0.5",NULL,NULL,"13.3","-0.2"
"DJ Strawberry","2006-07","Maryland","ACC","34","1083","6.8","14.3","0.477","5.5","10.5","0.525","1.3","3.8","0.343","3.8","5.5","0.685","5.6","4.4","2.5","0.5",NULL,NULL,"18.7","-0.2"
"Joel Anthony","2004-05","UNLV","MWC","31","423","2.1","4.2","0.500","2.1","4.2","0.500","0.0","0.0",NULL,"1.3","2.7","0.483","8.0","0.6","0.7","4.5",NULL,NULL,"5.5","3.8"
"Joel Anthony","2006-07","UNLV","MWC","37","669","4.8","8.0","0.597","4.8","8.0","0.597","0.0","0.0",NULL,"1.9","3.2","0.604","9.0","1.0","1.0","6.5",NULL,NULL,"11.5","3.8"
"Anthony Tolliver","2003-04","Creighton","MVC","27","175","2.3","5.7","0.400","2.3","4.3","0.526","0.0","1.4","0.000","0.5","2.1","0.222","7.8","1.6","1.1","1.8",NULL,NULL,"5.0","3.6"
"Anthony Tolliver","2004-05","Creighton","MVC","34","583","3.6","8.5","0.419","3.5","8.4","0.415","0.1","0.1","1.000","2.5","4.4","0.578","10.2","1.4","1.2","1.6",NULL,NULL,"9.7","3.6"
"Anthony Tolliver","2005-06","Creighton","MVC","30","860","6.2","12.1","0.515","5.5","10.4","0.529","0.7","1.7","0.432","5.3","7.0","0.753","9.3","2.0","1.4","2.2",NULL,NULL,"18.5","3.6"
"Anthony Tolliver","2006-07","Creighton","MVC","33","1044","6.1","12.0","0.506","5.9","11.2","0.526","0.2","0.7","0.211","4.7","7.2","0.658","8.4","2.5","0.9","2.2",NULL,NULL,"17.0","3.6"
"Joe Alexander","2006-07","West Virginia","Big East","36","899","6.4","15.1","0.425","4.6","9.3","0.500","1.8","5.8","0.305","1.9","2.9","0.636","6.9","3.1","1.0","1.7",NULL,NULL,"16.5","-0.2"
"Joe Alexander","2007-08","West Virginia","Big East","36","1137","7.7","16.7","0.462","7.3","15.2","0.480","0.4","1.4","0.268","5.6","6.8","0.814","8.1","3.1","0.9","1.9","2.8",NULL,"21.4","-0.2"
"DJ Augustin","2006-07","Texas","Big 12","35","1245","4.9","11.0","0.449","3.5","7.7","0.452","1.4","3.3","0.441","4.8","5.8","0.838","3.2","7.5","1.7","0.1",NULL,NULL,"16.2","1.2"
"DJ Augustin","2007-08","Texas","Big 12","38","1417","6.8","15.6","0.439","4.7","10.1","0.471","2.1","5.5","0.381","4.9","6.2","0.783","3.2","6.2","1.3","0.0","3.0",NULL,"20.6","1.2"
"Jason Thompson","2004-05","Rider","MAAC","30","830","5.0","11.4","0.441","4.7","10.1","0.467","0.3","1.3","0.231","2.9","4.4","0.659","10.7","2.2","1.0","1.4",NULL,NULL,"13.2","1.3"
"Jason Thompson","2005-06","Rider","MAAC","27","858","7.4","13.6","0.546","7.1","12.6","0.563","0.3","1.0","0.333","5.7","8.2","0.703","10.5","2.0","1.1","2.2",NULL,NULL,"20.9","1.3"
"Jason Thompson","2006-07","Rider","MAAC","31","1057","8.4","16.1","0.520","8.1","15.3","0.533","0.2","0.8","0.273","6.7","9.2","0.724","11.8","2.5","0.9","2.5",NULL,NULL,"23.6","1.3"
"Jason Thompson","2007-08","Rider","MAAC","34","1177","9.3","16.7","0.560","9.0","15.5","0.578","0.4","1.2","0.324","4.5","7.8","0.581","14.0","3.2","1.2","3.1","3.4",NULL,"23.6","1.3"
"Brandon Rush","2005-06","Kansas","Big 12","33","1047","6.5","13.7","0.474","4.6","9.7","0.474","1.9","4.0","0.472","2.1","2.7","0.761","7.4","2.5","1.1","0.9",NULL,NULL,"17.0","0.7"
"Brandon Rush","2006-07","Kansas","Big 12","38","1234","6.0","13.6","0.443","3.6","8.0","0.451","2.4","5.6","0.431","2.6","3.8","0.681","6.9","2.5","0.5","1.1",NULL,NULL,"17.1","0.7"
"Brandon Rush","2007-08","Kansas","Big 12","38","1127","6.4","14.7","0.435","3.5","7.9","0.448","2.8","6.8","0.419","2.4","3.1","0.779","6.9","2.9","1.1","1.1","2.4",NULL,"18.0","0.7"
"Anthony Randolph","2007-08","LSU","SEC","31","1016","7.2","15.5","0.464","7.1","14.8","0.483","0.1","0.7","0.105","4.5","6.5","0.693","10.4","1.5","1.4","2.8","3.6",NULL,"19.0","-0.1"
"Robin Lopez","2006-07","Stanford","Pac-10","31","743","5.2","10.8","0.480","5.2","10.7","0.482","0.0","0.1","0.000","2.3","4.1","0.545","9.3","1.6","0.3","3.9",NULL,NULL,"12.6","8.9"
"Robin Lopez","2007-08","Stanford","Pac-10","36","883","6.3","11.9","0.534","6.3","11.8","0.533","0.0","0.0","1.000","3.9","6.0","0.652","9.2","1.0","0.8","3.8","2.9",NULL,"16.6","8.9"
"Marreese Speights","2006-07","Florida","SEC","33","189","12.1","18.0","0.671","12.1","18.0","0.671","0.0","0.0",NULL,"4.2","6.3","0.667","18.2","0.4","1.7","3.2",NULL,NULL,"28.4","-2.1"
"Marreese Speights","2007-08","Florida","SEC","36","874","9.9","15.8","0.624","9.9","15.8","0.624","0.0","0.0",NULL,"4.1","5.9","0.692","13.3","1.6","0.7","2.2","2.8",NULL,"23.9","-2.1"
"JJ Hickson","2007-08","North Carolina State","ACC","31","890","7.3","12.4","0.591","7.3","12.4","0.593","0.0","0.0","0.000","5.9","8.8","0.677","11.8","1.4","1.0","2.1","3.7",NULL,"20.6","-0.9"
"Courtney Lee","2004-05","Western Kentucky","Sun Belt","31","1028","6.8","15.2","0.450","4.6","9.6","0.480","2.2","5.6","0.399","2.0","2.8","0.722","6.2","2.5","2.1","0.7",NULL,NULL,"17.9","8.7"
"Courtney Lee","2005-06","Western Kentucky","Sun Belt","30","932","7.7","17.1","0.451","5.1","10.6","0.478","2.7","6.5","0.408","4.3","5.1","0.847","8.1","3.7","3.3","0.4",NULL,NULL,"22.4","8.7"
"Courtney Lee","2006-07","Western Kentucky","Sun Belt","30","918","8.1","17.3","0.472","5.7","11.1","0.512","2.5","6.2","0.401","3.9","4.6","0.840","6.1","2.5","2.0","1.0",NULL,NULL,"22.7","8.7"
"Courtney Lee","2007-08","Western Kentucky","Sun Belt","36","1079","9.6","20.1","0.477","7.0","13.7","0.515","2.6","6.5","0.397","5.5","6.7","0.822","6.5","2.8","2.4","1.0","3.1",NULL,"27.2","8.7"
"Kosta Koufos","2007-08","Ohio State","Big Ten","37","1003","8.9","17.4","0.508","8.0","14.9","0.535","0.9","2.5","0.349","2.7","4.0","0.680","9.9","0.8","0.6","2.7","2.2",NULL,"21.3","2.4"
"Darrell Arthur","2006-07","Kansas","Big 12","38","721","8.6","16.0","0.538","8.6","15.7","0.548","0.0","0.3","0.000","3.6","5.5","0.646","9.8","0.9","1.8","3.1",NULL,NULL,"20.7","0.4"
"Darrell Arthur","2007-08","Kansas","Big 12","40","989","8.7","15.9","0.543","8.6","15.4","0.555","0.1","0.5","0.167","3.2","4.6","0.702","10.1","1.3","0.8","2.1","3.0",NULL,"20.6","0.4"
"Donte Greene","2007-08","Syracuse","Big East","35","1253","7.0","16.6","0.418","4.1","8.3","0.492","2.9","8.3","0.345","3.0","4.2","0.707","8.0","2.3","1.4","1.8","2.9",NULL,"19.8","-2.0"
"DJ White","2004-05","Indiana","Big Ten","29","814","7.0","12.3","0.572","7.0","12.3","0.572","0.0","0.0",NULL,"4.9","6.9","0.709","7.0","1.1","0.7","3.1",NULL,NULL,"19.0","-0.7"
"DJ White","2006-07","Indiana","Big Ten","32","1017","6.7","13.1","0.512","6.7","13.1","0.512","0.0","0.0",NULL,"3.9","5.7","0.685","9.2","1.6","1.1","2.9",NULL,NULL,"17.3","-0.7"
"DJ White","2007-08","Indiana","Big Ten","33","1105","7.8","12.9","0.605","7.8","12.8","0.607","0.0","0.1","0.333","5.1","7.5","0.689","12.3","0.9","0.9","2.0","2.3",NULL,"20.8","-0.7"
"JR Giddens","2003-04","Kansas","Big 12","33","854","6.6","13.9","0.475","3.1","5.4","0.583","3.5","8.5","0.407","0.8","1.3","0.667","5.6","1.3","1.1","0.9",NULL,NULL,"17.5","-0.2"
"JR Giddens","2004-05","Kansas","Big 12","30","831","5.3","13.2","0.404","2.3","4.2","0.545","3.0","9.0","0.337","0.8","1.2","0.680","5.5","2.0","1.2","1.1",NULL,NULL,"14.5","-0.2"
"JR Giddens","2006-07","New Mexico","MWC","26","785","7.9","18.0","0.441","5.9","11.1","0.528","2.1","6.9","0.301","3.0","5.1","0.590","8.6","3.1","1.1","0.7",NULL,NULL,"21.0","-0.2"
"JR Giddens","2007-08","New Mexico","MWC","33","1063","7.9","15.3","0.516","7.0","12.5","0.557","0.9","2.8","0.333","3.5","5.9","0.586","10.9","3.9","1.8","1.5","2.7",NULL,"20.2","-0.2"
"Walter Sharpe","2004-05","Mississippi State","SEC","22","195","4.7","8.4","0.561","4.7","8.4","0.561","0.0","0.0",NULL,"1.2","4.5","0.273","8.4","2.3","1.0","2.1",NULL,NULL,"10.7","-0.1"
"Walter Sharpe","2007-08","Alabama-Birmingham","CUSA","12","299","9.1","17.4","0.523","9.1","17.0","0.535","0.0","0.4","0.000","4.5","8.7","0.523","11.0","2.7","1.9","2.9","4.5",NULL,"22.7","-0.1"
"Joey Dorsey","2004-05","Memphis","CUSA","37","557","4.7","8.5","0.546","4.7","8.5","0.546","0.0","0.0",NULL,"2.8","6.5","0.429","15.9","1.2","1.6","3.1",NULL,NULL,"12.1","0.3"
"Joey Dorsey","2005-06","Memphis","CUSA","37","782","5.4","8.6","0.631","5.4","8.6","0.631","0.0","0.0",NULL,"2.1","5.5","0.393","14.2","1.6","2.3","3.4",NULL,NULL,"13.0","0.3"
"Joey Dorsey","2006-07","Memphis","CUSA","37","934","5.2","8.4","0.614","5.2","8.4","0.614","0.0","0.0",NULL,"3.0","6.5","0.467","14.9","0.6","2.3","3.5",NULL,NULL,"13.4","0.3"
"Joey Dorsey","2007-08","Memphis","CUSA","38","958","4.5","7.0","0.647","4.5","7.0","0.647","0.0","0.0",NULL,"1.9","5.0","0.378","15.1","0.8","1.7","3.1","1.7",NULL,"10.9","0.3"
"Mario Chalmers","2005-06","Kansas","Big 12","33","859","5.6","12.7","0.445","3.4","6.7","0.507","2.2","6.0","0.375","4.1","5.3","0.788","3.4","5.9","4.1","0.2",NULL,NULL,"17.6","10.1"
"Mario Chalmers","2006-07","Kansas","Big 12","38","1108","5.7","11.7","0.491","3.6","6.4","0.562","2.1","5.3","0.404","3.1","4.1","0.770","4.2","4.5","3.5","0.6",NULL,NULL,"16.8","10.1"
"Mario Chalmers","2007-08","Kansas","Big 12","39","1170","5.6","10.9","0.516","3.1","5.5","0.562","2.5","5.3","0.468","3.3","4.4","0.746","4.1","5.8","3.3","0.8","2.6",NULL,"17.0","10.1"
"Luc Mbah a Moute","2005-06","UCLA","Pac-10","39","1151","4.7","8.7","0.538","4.5","7.3","0.611","0.2","1.3","0.132","2.8","3.9","0.723","11.1","1.8","1.5","0.8",NULL,NULL,"12.3","4.1"
"Luc Mbah a Moute","2006-07","UCLA","Pac-10","35","1046","4.4","9.0","0.492","4.1","7.9","0.515","0.4","1.1","0.333","1.7","3.0","0.570","9.9","2.5","2.3","1.1",NULL,NULL,"11.0","4.1"
"Luc Mbah a Moute","2007-08","UCLA","Pac-10","33","958","4.9","10.2","0.478","4.7","9.2","0.509","0.2","1.0","0.200","2.1","3.1","0.689","8.3","2.1","1.4","0.6","2.6",NULL,"12.1","4.1"
"Kyle Weaver","2004-05","Washington State","Pac-10","25","489","3.8","9.7","0.387","3.6","7.9","0.454","0.2","1.8","0.091","2.2","4.0","0.551","6.5","4.1","1.2","0.7",NULL,NULL,"9.9","0.3"
"Kyle Weaver","2005-06","Washington State","Pac-10","27","802","4.2","8.8","0.483","3.8","7.3","0.524","0.4","1.4","0.276","2.7","4.0","0.688","5.8","5.3","1.9","0.9",NULL,NULL,"11.6","0.3"
"Kyle Weaver","2006-07","Washington State","Pac-10","34","1152","4.6","9.5","0.487","4.3","8.2","0.528","0.3","1.3","0.237","3.7","4.8","0.770","6.6","5.5","2.6","1.4",NULL,NULL,"13.3","0.3"
"Kyle Weaver","2007-08","Washington State","Pac-10","35","1159","4.8","10.3","0.463","3.9","8.0","0.491","0.8","2.3","0.364","4.3","5.9","0.733","6.4","5.2","2.1","0.9","3.3",NULL,"14.7","0.3"
"Sonny Weems","2006-07","Arkansas","SEC","35","1086","5.9","12.2","0.485","4.5","8.3","0.545","1.4","4.0","0.361","1.9","2.6","0.729","6.2","2.7","1.7","0.6",NULL,NULL,"15.2","-1.9"
"Sonny Weems","2007-08","Arkansas","SEC","34","1067","7.4","15.9","0.464","5.4","10.5","0.513","2.0","5.5","0.370","2.3","2.8","0.803","5.7","3.3","1.7","0.3","3.6",NULL,"19.1","-1.9"
"Chris Douglas-Roberts","2005-06","Memphis","CUSA","34","768","5.3","10.0","0.531","4.8","8.5","0.571","0.5","1.5","0.310","3.6","4.9","0.745","5.9","2.7","1.4","0.8",NULL,NULL,"14.7","-1.0"
"Chris Douglas-Roberts","2006-07","Memphis","CUSA","35","930","8.3","15.4","0.543","7.5","12.9","0.585","0.8","2.5","0.328","5.6","7.7","0.732","5.2","2.6","1.7","0.7",NULL,NULL,"23.1","-1.0"
"Chris Douglas-Roberts","2007-08","Memphis","CUSA","40","1147","9.0","16.7","0.541","7.5","12.9","0.578","1.6","3.8","0.413","5.6","7.9","0.712","5.8","2.5","1.7","0.6","2.9",NULL,"25.2","-1.0"
"Sean Singletary","2004-05","Virginia","ACC","29","866","4.7","12.1","0.385","3.1","7.2","0.429","1.6","4.9","0.321","3.2","4.1","0.775","4.1","5.2","2.2","0.1",NULL,NULL,"14.1","-0.2"
"Sean Singletary","2005-06","Virginia","ACC","29","982","6.8","17.1","0.400","4.8","11.1","0.429","2.1","6.0","0.347","5.1","6.0","0.845","5.2","4.9","2.2","0.1",NULL,NULL,"20.9","-0.2"
"Sean Singletary","2006-07","Virginia","ACC","32","1064","6.4","16.0","0.400","3.4","8.3","0.410","3.0","7.6","0.389","7.1","8.2","0.872","5.5","5.7","1.4","0.0",NULL,NULL,"22.9","-0.2"
"Sean Singletary","2007-08","Virginia","ACC","33","1122","7.2","17.0","0.426","5.2","11.3","0.456","2.1","5.6","0.367","6.7","7.9","0.851","4.5","7.2","2.1","0.0","4.6",NULL,"23.3","-0.2"
"Henry Walker","2007-08","Kansas State","Big 12","31","846","8.6","18.4","0.465","6.9","13.0","0.531","1.7","5.4","0.307","4.8","6.5","0.737","9.3","2.8","1.3","0.8","3.8",NULL,"23.5","0.5"
"Malik Hairston","2004-05","Oregon","Pac-10","27","830","7.0","13.7","0.509","5.9","10.4","0.565","1.1","3.3","0.333","2.0","4.3","0.472","6.5","2.5","0.7","0.4",NULL,NULL,"17.1","0.0"
"Malik Hairston","2005-06","Oregon","Pac-10","32","1056","6.6","14.1","0.470","4.8","9.4","0.516","1.8","4.7","0.379","3.1","4.5","0.689","5.7","2.6","0.6","0.8",NULL,NULL,"18.1","0.0"
"Malik Hairston","2006-07","Oregon","Pac-10","27","793","5.9","11.2","0.523","4.7","8.5","0.554","1.2","2.7","0.426","2.5","4.1","0.610","8.2","2.9","0.9","0.8",NULL,NULL,"15.4","0.0"
"Malik Hairston","2007-08","Oregon","Pac-10","31","976","7.2","13.7","0.525","5.1","8.8","0.577","2.1","4.9","0.433","4.1","5.7","0.732","6.1","2.7","0.8","1.1","2.3",NULL,"20.7","0.0"
"Darnell Jackson","2004-05","Kansas","Big 12","24","168","4.0","7.4","0.548","4.0","7.4","0.548","0.0","0.0",NULL,"3.3","5.7","0.583","9.5","0.7","1.0","0.7",NULL,NULL,"11.4","-0.7"
"Darnell Jackson","2005-06","Kansas","Big 12","23","351","5.9","11.7","0.505","5.9","11.7","0.505","0.0","0.0",NULL,"4.6","5.9","0.769","12.8","0.9","1.5","0.3",NULL,NULL,"16.4","-0.7"
"Darnell Jackson","2006-07","Kansas","Big 12","38","583","4.9","8.9","0.550","4.9","8.9","0.550","0.0","0.0",NULL,"4.6","7.0","0.657","13.2","0.9","1.1","1.4",NULL,NULL,"14.3","-0.7"
"Darnell Jackson","2007-08","Kansas","Big 12","40","971","7.0","11.2","0.626","7.0","11.0","0.633","0.1","0.2","0.333","4.2","6.1","0.691","11.0","1.8","1.3","0.8","2.1",NULL,"18.4","-0.7"
"Mike Taylor","2006-07","Iowa State","Big 12","31","1086","6.1","16.2","0.376","3.2","8.3","0.391","2.8","7.9","0.360","3.2","4.8","0.682","4.6","5.2","1.3","0.1",NULL,NULL,"18.2","-0.7"
"Joe Crawford","2004-05","Kentucky","SEC","31","347","4.0","11.2","0.361","2.5","5.5","0.458","1.5","5.6","0.265","1.7","3.0","0.577","6.5","1.0","0.7","0.1",NULL,NULL,"11.3","0.0"
"Joe Crawford","2005-06","Kentucky","SEC","32","760","5.8","14.2","0.411","3.4","7.4","0.457","2.5","6.8","0.362","2.9","4.1","0.718","6.5","1.8","0.6","0.5",NULL,NULL,"17.1","0.0"
"Joe Crawford","2006-07","Kentucky","SEC","34","1097","6.5","14.6","0.444","4.2","8.1","0.520","2.3","6.6","0.350","2.1","3.3","0.637","5.0","3.0","1.0","0.4",NULL,NULL,"17.4","0.0"
"Joe Crawford","2007-08","Kentucky","SEC","30","1009","7.5","15.9","0.469","5.0","9.0","0.548","2.5","6.9","0.364","3.9","5.2","0.762","4.3","2.5","0.7","0.2","3.3",NULL,"21.3","0.0"
"Anthony Morrow","2004-05","Georgia Tech","ACC","31","392","6.2","15.7","0.396","2.3","5.1","0.460","3.9","10.6","0.365","1.7","1.9","0.895","6.0","1.1","1.4","0.8",NULL,NULL,"18.1","1.4"
"Anthony Morrow","2005-06","Georgia Tech","ACC","28","901","6.8","15.4","0.443","3.4","7.4","0.458","3.5","8.1","0.429","2.8","3.2","0.887","5.6","2.0","1.3","0.2",NULL,NULL,"19.9","1.4"
"Anthony Morrow","2006-07","Georgia Tech","ACC","32","662","6.3","14.7","0.426","2.6","5.9","0.439","3.7","8.8","0.418","3.0","3.5","0.845","5.3","1.7","1.1","0.2",NULL,NULL,"19.2","1.4"
"Anthony Morrow","2007-08","Georgia Tech","ACC","32","951","6.5","14.1","0.458","3.1","6.5","0.471","3.4","7.6","0.448","2.8","3.3","0.859","5.5","1.4","1.5","0.4","1.4",NULL,"19.2","1.4"
"Ekpe Udoh","2009-10","Baylor","Big 12","36","1264","6.0","12.3","0.490","5.8","11.5","0.505","0.2","0.8","0.269","3.5","5.1","0.685","11.1","3.1","0.9","4.2","2.8","2.8","15.8","1.0"
"Greg Monroe","2009-10","Georgetown","Big East","34","1164","6.9","13.2","0.525","6.7","12.3","0.545","0.2","0.9","0.259","4.7","7.2","0.660","11.3","4.4","1.4","1.8","3.8","3.0","18.9","16.2"
"Cole Aldrich","2009-10","Kansas","Big 12","36","963","6.2","11.0","0.562","6.2","11.0","0.562","0.0","0.0",NULL,"4.5","6.6","0.679","14.7","1.3","1.1","5.2","2.3","3.8","16.9","2.7"
"Xavier Henry","2009-10","Kansas","Big 12","36","990","6.5","14.3","0.458","3.8","7.6","0.492","2.8","6.7","0.418","3.6","4.6","0.783","6.3","2.1","2.2","0.7","2.8","2.7","19.5","-2.3"
"Ed Davis","2009-10","UNC","ACC","23","641","6.9","12.0","0.578","6.9","12.0","0.578","0.0","0.0",NULL,"5.4","8.2","0.659","13.7","1.4","0.6","4.0","2.9","2.6","19.3","7.9"
"Patrick Patterson","2009-10","Kentucky","SEC","38","1255","6.9","11.9","0.575","6.1","9.7","0.626","0.8","2.2","0.348","2.9","4.1","0.692","9.0","1.1","0.9","1.6","1.3","1.9","17.3","7.8"
"Larry Sanders","2009-10","VCU","CAA","35","941","8.3","15.6","0.534","8.2","14.9","0.547","0.2","0.7","0.250","4.5","7.1","0.641","13.6","1.4","1.1","3.8","2.5","4.4","21.4","3.0"
"Luke Babbitt","2009-10","Nevada","WAC","34","1260","8.0","15.9","0.500","6.6","12.7","0.521","1.3","3.2","0.416","6.3","6.9","0.917","9.6","2.3","1.1","0.9","2.6","2.8","23.6","-0.8"
"James Anderson","2009-10","Oklahoma State","Big 12","33","1124","8.0","17.6","0.457","5.4","9.9","0.549","2.6","7.7","0.341","7.4","9.2","0.810","6.8","2.8","1.6","0.7","2.8","3.1","26.2","-0.9"
"Craig Brackins","2009-10","Iowa State","Big 12","32","1124","6.8","16.3","0.420","5.9","13.2","0.446","1.0","3.1","0.310","4.2","5.5","0.760","9.7","2.5","0.9","1.4","2.4","2.3","18.8","-0.2"
"Elliot Williams","2009-10","Memphis","CUSA","34","1133","6.3","13.7","0.459","4.2","7.9","0.527","2.1","5.8","0.366","6.8","9.0","0.758","4.8","4.5","1.6","0.1","3.5","2.4","21.5","-1.2"
"Trevor Booker","2009-10","Clemson","ACC","32","984","7.6","14.7","0.521","7.3","13.3","0.547","0.4","1.4","0.265","4.1","7.0","0.591","10.9","3.3","1.7","1.8","2.5","2.6","19.8","5.6"
"Damion James","2009-10","Texas","Big 12","34","1029","8.2","16.3","0.501","6.8","12.6","0.535","1.4","3.7","0.383","6.0","8.9","0.674","13.6","1.3","2.2","1.6","2.7","3.9","23.8","-0.4"
"Dominique Jones","2009-10","South Florida","Big East","33","1224","7.3","16.1","0.450","5.6","10.7","0.521","1.7","5.5","0.311","6.8","9.2","0.741","6.6","3.9","1.8","0.6","3.2","3.0","23.0","-0.3"
"Quincy Pondexter","2009-10","Washington","Pac-10","36","1162","8.4","16.0","0.528","7.8","14.2","0.550","0.6","1.8","0.353","6.4","7.8","0.827","9.1","2.2","1.6","0.7","2.3","3.1","23.9","1.2"
"Jordan Crawford","2009-10","Xavier","A-10","35","1147","9.1","19.6","0.462","6.3","12.6","0.501","2.8","7.0","0.391","4.1","5.4","0.773","5.8","3.5","1.6","0.2","3.0","2.0","25.0","-0.2"
"Greivis Vasquez","2009-10","Maryland","ACC","33","1120","7.9","18.3","0.429","5.4","11.5","0.470","2.5","6.9","0.359","4.9","5.8","0.857","5.5","7.4","2.0","0.4","4.0","2.5","23.1","1.1"
"Daniel Orton","2009-10","Kentucky","SEC","38","502","3.8","7.3","0.527","3.8","7.1","0.539","0.0","0.2","0.000","2.6","5.0","0.524","10.0","1.2","1.7","4.2","3.0","7.0","10.3","0.0"
